	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot	GeneID	name	source	TranscriptID	Class
ORTHOMCL1150	null	1	1	1	1	1	1	1	1	1	1	6	LOC412234	XP_395696.2	Amel	XM_395696.7	Background
ORTHOMCL1151	null	6	1	1	1	1	1	1	2	1	1	0	LOC726379	XP_016768466.1	Amel	XM_016912977.2	Background
ORTHOMCL1152	null	1	1	2	2	2	1	1	2	1	1	2	LOC409552	XP_623303.1	Amel	XM_623300.6	Background
ORTHOMCL1153	null	2	1	2	1	2	2	2	1	1	1	1	LOC552651	XP_006566426.1	Amel	XM_006566363.3	Background
ORTHOMCL1154	null	1	1	3	1	3	1	2	1	1	1	1	LOC410727	XP_394204.2	Amel	XM_394204.5	Background
ORTHOMCL1155	null	3	1	1	1	1	2	1	2	1	1	2	LOC551877	XP_624266.2	Amel	XM_624263.5	Background
ORTHOMCL1156	null	5	3	2	1	1	0	0	3	1	0	0	LOC727193	XP_026299638.1	Amel	XM_026443853.1	Background
ORTHOMCL1157	null	2	1	2	1	1	1	1	2	1	1	3	LOC726423	XP_006562517.1	Amel	XM_006562454.3	Background
ORTHOMCL1158	null	1	1	1	3	3	1	1	1	1	1	2	LOC552364	XP_026294637.1	Amel	XM_026438852.1	Background
ORTHOMCL1159	null	2	1	1	1	1	2	2	1	1	1	3	LOC725606	XP_026295759.1	Amel	XM_026439974.1	Background
ORTHOMCL1160	null	2	1	2	1	1	1	1	2	1	0	4	LOC725283	XP_001121151.3	Amel	XM_001121151.5	Background
ORTHOMCL1161	null	2	1	1	1	2	3	2	1	1	1	1	LOC552695	XP_006570411.1	Amel	XM_006570348.3	Background
ORTHOMCL1162	null	2	1	3	2	1	1	1	1	1	1	2	LOC409573	XP_006558328.1	Amel	XM_006558265.3	Background
ORTHOMCL1163	null	1	1	4	3	1	1	1	1	1	1	1	LOC726685	XP_026302047.1	Amel	XM_026446262.1	Background
ORTHOMCL1164	null	2	1	2	2	2	1	2	1	1	1	1	LOC413460	XP_396904.4	Amel	XM_396904.7	Background
ORTHOMCL1167	null	3	1	3	2	1	1	1	1	1	1	1	LOC411213	XP_394687.3	Amel	XM_394687.6	Background
ORTHOMCL1168	null	1	1	1	3	3	1	2	1	1	1	1	LOC100576247	XP_006559289.1	Amel	XM_006559226.3	Background
ORTHOMCL1169	null	1	1	1	1	2	1	1	2	1	2	3	LOC408367	XP_391916.3	Amel	XM_391916.7	Background
ORTHOMCL1170	null	2	1	2	2	2	1	1	1	1	1	2	LOC724787	XP_006558414.2	Amel	XM_006558351.3	Background
ORTHOMCL1171	null	3	1	2	2	2	1	1	1	1	1	1	LOC408917	XP_392445.3	Amel	XM_392445.7	Background
ORTHOMCL1172	null	2	1	1	1	1	2	2	2	1	1	2	LOC725047	XP_001120943.2	Amel	XM_001120943.5	Background
ORTHOMCL1173	null	1	1	1	3	2	1	0	1	1	1	4	LOC113218991	XP_026298549.1	Amel	XM_026442764.1	Background
ORTHOMCL1174	null	3	1	1	1	1	1	1	1	1	1	4	LOC100576671	XP_006558576.2	Amel	XM_006558513.3	Background
ORTHOMCL1175	null	1	1	2	3	1	1	1	1	1	1	3	LOC726904	XP_026299799.1	Amel	XM_026444014.1	Background
ORTHOMCL1176	null	1	1	1	1	1	2	2	2	2	1	2	LOC408298	XP_006566054.1	Amel	XM_006565991.3	Background
ORTHOMCL1177	null	2	1	2	2	2	1	1	1	1	1	2	LOC102653601	XP_006570363.1	Amel	XM_006570300.3	Background
ORTHOMCL1178	null	3	1	1	1	2	1	2	2	1	1	1	LOC100578556	XP_026301151.1	Amel	XM_026445366.1	Background
ORTHOMCL1179	null	1	1	1	1	3	1	1	1	1	1	4	LOC552399	XP_026295451.1	Amel	XM_026439666.1	Background
ORTHOMCL1180	null	2	1	1	2	1	1	1	2	2	2	1	LOC409818	XP_026296730.1	Amel	XM_026440945.1	Background
ORTHOMCL1181	null	3	1	1	1	2	1	1	2	1	1	2	LOC410886	XP_394362.2	Amel	XM_394362.6	Background
ORTHOMCL1183	null	3	1	1	1	1	1	3	0	1	1	3	LOC408283	XP_026298928.1	Amel	XM_026443143.1	Background
ORTHOMCL1184	null	2	1	2	2	3	1	1	1	1	1	1	LOC726337	XP_016767678.1	Amel	XM_016912189.2	Background
ORTHOMCL1185	null	1	1	1	1	6	1	1	1	1	1	1	LOC100577273	NP_001314878.1	Amel	NM_001327949.1	Background
ORTHOMCL1186	null	1	1	1	1	1	1	3	2	1	1	3	LOC410427	XP_026300477.1	Amel	XM_026444692.1	Background
ORTHOMCL1187	null	1	1	1	1	3	2	1	1	1	1	3	LOC411754	XP_395221.4	Amel	XM_395221.7	Background
ORTHOMCL1189	null	1	1	2	4	1	1	1	1	1	1	2	LOC100576506	XP_026295325.1	Amel	XM_026439540.1	Background
ORTHOMCL1190	null	4	1	1	1	1	1	1	1	1	1	3	LOC552284	XP_006568569.2	Amel	XM_006568506.3	Background
ORTHOMCL1191	null	1	1	1	2	4	0	2	1	1	1	2	LOC100576948	XP_026297445.1	Amel	XM_026441660.1	Background
ORTHOMCL1192	null	1	1	4	1	2	1	1	1	1	1	2	LOC724474	XP_001120336.2	Amel	XM_001120336.5	Background
ORTHOMCL1193	null	3	1	1	1	2	1	1	1	1	1	3	LOC552560	XP_624939.1	Amel	XM_624936.6	Background
ORTHOMCL1194	null	1	1	0	1	7	1	1	1	1	1	1	LOC726703	XP_006569978.1	Amel	XM_006569915.3	Background
ORTHOMCL1195	null	1	2	1	1	1	1	2	3	1	2	1	LOC409787	XP_026297201.1	Amel	XM_026441416.1	Background
ORTHOMCL1196	null	1	1	1	5	1	1	1	2	1	1	1	LOC100576439	XP_026298731.1	Amel	XM_026442946.1	Background
ORTHOMCL1198	null	2	1	1	3	1	3	1	1	1	1	1	LOC411099	XP_006567884.1	Amel	XM_006567821.3	Background
ORTHOMCL1199	null	1	2	2	5	1	1	1	1	1	1	0	LOC113218540	XP_026300967.1	Amel	XM_026445182.1	Background
ORTHOMCL1200	null	1	1	1	5	2	1	1	1	1	1	1	LOC552750	XP_026301314.1	Amel	XM_026445529.1	Background
ORTHOMCL1201	null	2	1	1	1	2	1	1	1	1	2	3	LOC100577118	XP_026297873.1	Amel	XM_026442088.1	Background
ORTHOMCL1202	null	2	1	3	2	2	1	1	1	1	1	1	LOC726130	XP_006564066.2	Amel	XM_006564003.3	Background
ORTHOMCL1203	null	2	1	2	2	2	1	2	1	1	1	1	LOC413278	XP_396723.3	Amel	XM_396723.7	Background
ORTHOMCL1204	null	1	1	2	1	4	1	2	1	1	1	1	LOC410805	XP_016773612.1	Amel	XM_016918123.2	Background
ORTHOMCL1205	null	1	1	4	2	2	1	1	1	1	0	2	LOC724999	XP_001120901.3	Amel	XM_001120901.5	Background
ORTHOMCL1206	null	4	1	1	2	1	2	1	1	1	1	1	LOC409501	XP_016772010.2	Amel	XM_016916521.2	Background
ORTHOMCL1207	null	1	1	3	3	2	1	1	1	1	1	1	LOC102655618	XP_026301310.1	Amel	XM_026445525.1	Background
ORTHOMCL1208	null	1	1	3	1	1	1	2	1	1	1	3	LOC727142	XP_001122855.3	Amel	XM_001122855.5	Background
ORTHOMCL1210	null	1	1	1	1	1	2	2	2	2	2	1	LOC724319	XP_026294980.1	Amel	XM_026439195.1	Background
ORTHOMCL1211	null	1	1	2	2	1	1	1	3	1	1	2	LOC552097	XP_624479.1	Amel	XM_624476.6	Background
ORTHOMCL1212	null	1	1	3	2	1	1	1	1	1	1	3	LOC552710	XP_006558713.1	Amel	XM_006558650.3	Background
ORTHOMCL1213	null	1	1	2	4	1	2	1	1	1	1	1	LOC408721	XP_392256.2	Amel	XM_392256.7	Background
ORTHOMCL1214	null	2	1	3	3	1	1	1	1	1	1	1	LOC410809	XP_006568836.1	Amel	XM_006568773.3	Background
ORTHOMCL1215	null	2	1	1	2	1	2	1	2	1	1	2	LOC725946	XP_026301907.1	Amel	XM_026446122.1	Background
ORTHOMCL1216	null	1	1	2	2	2	1	2	2	1	1	1	LOC409748	XP_026300108.1	Amel	XM_026444323.1	Background
ORTHOMCL1217	null	1	1	2	1	1	1	3	2	1	1	2	LOC409789	XP_016767229.1	Amel	XM_016911740.2	Background
ORTHOMCL1219	null	2	1	1	1	2	1	2	1	1	1	3	LOC102656485	XP_016771535.2	Amel	XM_016916046.2	Background
ORTHOMCL1220	null	1	1	3	4	1	1	1	1	1	1	1	LOC727505	XP_006562124.1	Amel	XM_006562061.3	Background
ORTHOMCL1221	null	1	1	3	1	1	1	1	1	1	1	4	LOC412599	XP_396054.1	Amel	XM_396054.7	Background
ORTHOMCL1222	null	2	1	1	1	1	1	1	3	2	2	1	LOC100578068	XP_003249615.1	Amel	XM_003249567.4	Background
ORTHOMCL1223	null	1	1	2	5	1	1	1	1	1	1	1	Cry2	NP_001077099.1	Amel	NM_001083630.1	Background
ORTHOMCL1224	null	1	1	1	1	1	2	3	3	1	1	1	LOC551250	XP_623644.3	Amel	XM_623641.6	Background
ORTHOMCL1225	null	2	1	1	2	2	1	2	1	1	1	2	LOC412929	XP_006563973.1	Amel	XM_006563910.3	Background
ORTHOMCL1226	null	2	1	1	1	1	1	1	1	1	1	5	LOC724380	XP_001120215.2	Amel	XM_001120215.5	Background
ORTHOMCL1230	null	2	1	2	3	1	1	1	1	1	2	1	LOC724977	XP_026297080.1	Amel	XM_026441295.1	Background
ORTHOMCL1231	null	1	1	1	1	6	1	1	1	1	1	1	LOC725128	XP_006567818.1	Amel	XM_006567755.3	Background
ORTHOMCL1232	null	1	1	2	4	2	1	1	1	1	1	1	LOC409949	XP_006569379.1	Amel	XM_006569316.3	Background
ORTHOMCL1233	null	1	1	2	1	1	1	1	1	2	3	2	LOC725294	XP_026294901.1	Amel	XM_026439116.1	Background
ORTHOMCL1234	null	2	1	1	1	1	1	1	1	1	1	5	LOC412468	XP_026296435.1	Amel	XM_026440650.1	Background
ORTHOMCL1237	null	1	1	3	3	1	1	2	1	1	1	1	LOC410171	XP_026299241.1	Amel	XM_026443456.1	Background
ORTHOMCL1238	null	1	1	4	3	1	1	1	1	1	1	1	LOC100576667	XP_006567936.1	Amel	XM_006567873.3	Background
ORTHOMCL1239	null	1	1	3	2	1	1	3	1	1	1	1	LOC411857	XP_395324.2	Amel	XM_395324.7	Background
ORTHOMCL1240	null	1	1	2	1	1	3	2	2	1	1	1	LOC410825	XP_006569033.1	Amel	XM_006568970.3	Background
ORTHOMCL1241	null	1	1	2	2	1	1	1	1	1	1	4	LOC724811	XP_026295673.1	Amel	XM_026439888.1	Background
ORTHOMCL1242	null	2	1	1	1	2	1	1	1	2	3	1	LOC411018	XP_016767122.2	Amel	XM_016911633.2	Background
ORTHOMCL1243	null	1	1	1	2	2	1	2	1	1	1	3	LOC552267	XP_006570978.1	Amel	XM_006570915.3	Background
ORTHOMCL1244	null	1	1	2	2	2	1	1	1	2	1	2	LOC725353	XP_006562326.2	Amel	XM_006562263.3	Background
ORTHOMCL1248	null	2	1	2	2	1	2	1	1	1	1	2	LOC411219	XP_006565508.1	Amel	XM_006565445.3	Background
ORTHOMCL1249	null	1	1	1	5	1	2	1	1	1	1	1	LOC551515	XP_006560678.1	Amel	XM_006560615.3	Background
ORTHOMCL1250	null	1	1	4	4	1	0	1	1	1	1	1	LOC100576248	XP_026300423.1	Amel	XM_026444638.1	Background
ORTHOMCL1251	null	1	1	1	1	4	1	1	1	2	1	2	LOC102656074	XP_016769483.1	Amel	XM_016913994.2	Background
ORTHOMCL1252	null	1	1	3	1	2	1	1	1	1	1	3	LOC408821	XP_016767602.2	Amel	XM_016912113.2	Background
ORTHOMCL1253	null	1	1	1	1	6	1	1	1	1	1	1	LOC725171	XP_006564274.1	Amel	XM_006564211.3	Background
ORTHOMCL1254	null	1	1	2	4	2	1	1	1	1	1	1	LOC410617	XP_016772224.1	Amel	XM_016916735.2	Background
ORTHOMCL1255	null	1	1	2	3	1	1	1	1	1	2	2	LOC413385	XP_396830.4	Amel	XM_396830.7	Background
ORTHOMCL1257	null	1	1	3	2	2	1	1	1	1	1	2	LOC411663	XP_016771801.1	Amel	XM_016916312.2	Background
ORTHOMCL1258	null	1	1	1	1	4	1	1	1	1	1	3	LOC726361	XP_001122104.1	Amel	XM_001122104.4	Background
ORTHOMCL1259	null	1	1	2	1	1	2	2	2	1	1	2	LOC100577436	XP_026295465.1	Amel	XM_026439680.1	Background
ORTHOMCL1260	null	2	1	2	1	2	1	1	1	1	1	3	LOC726443	XP_026299730.1	Amel	XM_026443945.1	Background
ORTHOMCL1262	null	2	1	2	2	2	1	3	1	0	1	1	LOC724994	XP_026302096.1	Amel	XM_026446311.1	Background
ORTHOMCL1263	null	2	1	2	2	1	1	2	1	1	1	2	LOC408891	XP_003250634.1	Amel	XM_003250586.4	Background
ORTHOMCL1265	null	1	2	1	1	3	1	1	1	3	1	1	LOC113219245	XP_026301032.1	Amel	XM_026445247.1	Background
ORTHOMCL1266	null	2	1	1	2	1	1	1	3	1	1	2	LOC551529	XP_006571082.1	Amel	XM_006571019.3	Background
ORTHOMCL1267	null	2	1	1	2	1	1	1	1	1	1	4	LOC100576612	XP_026301335.1	Amel	XM_026445550.1	Background
ORTHOMCL1268	null	2	1	2	2	2	1	1	1	1	1	2	LOC724973	XP_006569388.2	Amel	XM_006569325.3	Background
ORTHOMCL1269	null	1	1	2	3	1	1	3	1	1	1	1	LOC408324	NP_001229362.1	Amel	NM_001242433.1	Background
ORTHOMCL1271	null	2	1	2	3	1	1	2	1	1	1	1	Eaat-2	NP_001011597.1	Amel	NM_001011597.1	Background
ORTHOMCL1272	null	1	1	2	3	3	1	1	1	1	1	1	LOC552689	XP_006566552.1	Amel	XM_006566489.3	Background
ORTHOMCL1273	null	1	1	2	1	3	1	2	1	1	1	2	LOC100577452	XP_003249531.1	Amel	XM_003249483.4	Background
ORTHOMCL1274	null	1	1	1	1	4	1	1	1	1	1	3	LOC412233	XP_026299206.1	Amel	XM_026443421.1	Background
ORTHOMCL1275	null	1	1	2	1	3	2	1	1	1	1	2	LOC552421	XP_624798.3	Amel	XM_624795.6	Background
ORTHOMCL1276	null	1	1	1	1	3	1	4	1	1	1	1	LOC410730	XP_006568607.1	Amel	XM_006568544.3	Background
ORTHOMCL1277	null	1	1	1	2	1	1	1	1	5	1	1	LOC550665	XP_623063.1	Amel	XM_623060.6	Background
ORTHOMCL1278	null	1	1	2	2	2	1	2	1	1	1	2	LOC412008	XP_395474.3	Amel	XM_395474.6	Background
ORTHOMCL1279	null	1	1	2	2	4	1	1	1	1	1	1	LOC409102	XP_006568667.1	Amel	XM_006568604.1	Background
ORTHOMCL1280	null	1	1	5	1	2	1	1	1	1	1	1	LOC107964998	XP_016769595.2	Amel	XM_016914106.2	Background
ORTHOMCL1281	null	1	1	1	2	2	1	1	1	1	1	4	MARCH6	NP_001229387.1	Amel	NM_001242458.1	Background
ORTHOMCL1283	null	1	1	2	2	2	1	1	1	1	1	3	LOC552293	XP_026296060.1	Amel	XM_026440275.1	Background
ORTHOMCL1285	null	2	1	2	2	2	0	2	2	1	1	1	LOC107964343	XP_026295870.1	Amel	XM_026440085.1	Background
ORTHOMCL1287	null	1	1	2	2	2	1	1	3	1	1	1	LOC725225	XP_001121102.2	Amel	XM_001121102.5	Background
ORTHOMCL1288	null	1	1	1	2	2	2	1	2	1	1	2	LOC726786	XP_026297520.1	Amel	XM_026441735.1	Background
ORTHOMCL1289	null	1	1	3	2	1	1	2	1	1	1	2	LOC725099	XP_026300441.1	Amel	XM_026444656.1	Background
ORTHOMCL1290	null	1	1	2	3	3	1	1	1	1	1	1	LOC411897	XP_395366.2	Amel	XM_395366.6	Background
ORTHOMCL1293	null	1	1	1	2	1	1	4	1	1	2	1	LOC726153	XP_016771806.1	Amel	XM_016916317.2	Background
ORTHOMCL1295	null	1	1	2	2	2	1	2	2	1	1	1	LOC413204	XP_396653.1	Amel	XM_396653.5	Background
ORTHOMCL1296	null	1	1	1	1	1	1	1	1	1	1	6	LOC411805	XP_395272.4	Amel	XM_395272.6	Background
ORTHOMCL1298	null	1	1	2	2	2	1	3	1	1	1	1	LOC551424	XP_006566698.1	Amel	XM_006566635.3	Background
ORTHOMCL1299	null	1	1	2	4	1	1	1	1	1	1	2	LOC412661	XP_623593.1	Amel	XM_623590.5	Background
ORTHOMCL1300	null	1	1	2	3	1	1	1	1	2	2	1	LOC412251	XP_006563441.2	Amel	XM_006563378.3	Background
ORTHOMCL1302	null	1	1	1	1	2	2	1	1	2	1	3	LOC410195	XP_393678.2	Amel	XM_393678.6	Background
ORTHOMCL1303	null	1	1	1	1	3	3	1	1	1	1	2	LOC551676	XP_006570683.1	Amel	XM_006570620.3	Background
ORTHOMCL1304	null	2	1	2	1	1	1	1	1	2	2	2	LOC100576286	XP_026299728.1	Amel	XM_026443943.1	Background
ORTHOMCL1305	null	1	1	1	2	1	0	0	1	1	1	7	LOC107965774	XP_026294820.1	Amel	XM_026439035.1	Background
ORTHOMCL1306	null	1	1	2	1	2	1	1	2	1	2	2	LOC551320	XP_006571593.2	Amel	XM_006571530.3	Background
ORTHOMCL1307	null	1	1	1	1	2	2	2	3	1	1	1	LOC409543	XP_393050.2	Amel	XM_393050.7	Background
ORTHOMCL1308	null	1	1	2	2	1	1	1	1	1	2	3	LOC409326	XP_392843.1	Amel	XM_392843.7	Background
ORTHOMCL1309	null	1	1	3	2	3	1	1	1	1	1	1	LOC727612	XP_006565335.1	Amel	XM_006565272.3	Background
ORTHOMCL1312	null	1	1	2	1	2	2	2	1	1	1	2	LOC411969	XP_006564189.1	Amel	XM_006564126.3	Background
ORTHOMCL1313	null	1	1	2	2	1	1	4	1	1	1	1	LOC551229	XP_016770794.1	Amel	XM_016915305.2	Background
ORTHOMCL1314	null	1	1	1	1	6	1	1	1	1	1	1	LOC412932	XP_006561340.1	Amel	XM_006561277.3	Background
ORTHOMCL1315	null	1	1	3	4	1	1	1	1	1	1	1	LOC725473	XP_006568827.1	Amel	XM_006568764.3	Background
ORTHOMCL1316	null	1	1	2	2	2	1	2	1	1	1	2	LOC551690	XP_006559184.1	Amel	XM_006559121.2	Background
ORTHOMCL1317	null	1	1	2	3	3	1	1	1	1	1	1	LOC727424	XP_006564495.1	Amel	XM_006564432.3	Background
ORTHOMCL1318	null	1	1	2	2	4	1	1	1	1	1	1	LOC100577188	XP_026299134.1	Amel	XM_026443349.1	Background
ORTHOMCL1320	null	1	1	2	2	2	2	1	1	1	1	2	CPR2	NP_001257747.1	Amel	NM_001270818.1	Background
ORTHOMCL1321	null	1	1	2	2	1	2	2	1	1	1	2	LOC551973	XP_016768242.1	Amel	XM_016912753.2	Background
ORTHOMCL1322	null	1	1	1	1	2	1	3	2	1	1	2	LOC413266	XP_006557926.1	Amel	XM_006557863.3	Background
ORTHOMCL1324	null	1	1	2	2	3	1	1	2	1	1	1	LOC726506	XP_001122238.2	Amel	XM_001122238.5	Background
ORTHOMCL1325	null	1	1	1	6	1	1	1	1	1	1	1	LOC726400	XP_001122142.3	Amel	XM_001122142.5	Background
ORTHOMCL1326	null	1	1	1	2	3	1	2	1	1	2	1	LOC102655243	XP_016772171.1	Amel	XM_016916682.2	Background
ORTHOMCL1327	null	1	1	3	3	1	1	1	2	0	0	3	Vamp7	NP_001229456.1	Amel	NM_001242527.1	Background
ORTHOMCL1328	null	1	1	2	5	1	1	1	1	1	1	1	LOC412655	XP_006568074.2	Amel	XM_006568011.3	Background
ORTHOMCL1329	null	1	1	1	1	1	3	3	1	0	1	3	LOC100578957	XP_026300638.1	Amel	XM_026444853.1	Background
ORTHOMCL1330	null	1	1	3	2	1	1	1	1	1	1	3	LOC100576433	XP_003250740.3	Amel	XM_003250692.4	Background
ORTHOMCL1331	null	1	1	3	3	1	1	1	1	1	1	2	LOC102656444	XP_006566002.1	Amel	XM_006565939.3	Background
ORTHOMCL1333	null	1	1	1	1	2	1	2	1	1	1	4	LOC409150	XP_001123353.2	Amel	XM_001123353.5	Background
ORTHOMCL1334	null	1	1	2	2	3	1	1	1	2	1	1	LOC100578002	XP_026299849.1	Amel	XM_026444064.1	Background
ORTHOMCL1335	null	1	1	1	2	3	1	1	1	1	1	3	LOC552780	XP_625158.1	Amel	XM_625155.5	Background
ORTHOMCL1336	null	1	1	3	3	2	1	1	1	0	1	2	LOC727282	XP_026299682.1	Amel	XM_026443897.1	Background
ORTHOMCL1338	null	1	1	2	3	1	1	1	1	1	1	3	LOC552550	XP_026298087.1	Amel	XM_026442302.1	Background
ORTHOMCL1339	null	1	1	1	1	1	1	1	1	1	1	6	LOC410041	XP_026297487.1	Amel	XM_026441702.1	Background
ORTHOMCL1340	null	1	1	2	3	1	1	1	1	1	1	3	LOC724861	XP_016768386.1	Amel	XM_016912897.2	Background
ORTHOMCL1341	null	1	1	1	1	1	1	1	1	1	1	6	LOC411204	XP_006567338.1	Amel	XM_006567275.3	Background
ORTHOMCL1342	null	1	1	1	1	1	1	5	2	1	1	1	LOC409005	XP_392534.3	Amel	XM_392534.7	Background
ORTHOMCL1343	null	1	1	1	1	1	2	4	3	0	1	1	LOC413686	XP_397127.5	Amel	XM_397127.6	Background
ORTHOMCL1344	null	1	1	3	2	1	2	1	1	2	1	1	LOC409871	XP_006565976.1	Amel	XM_006565913.2	Background
ORTHOMCL1347	null	0	1	1	0	1	5	1	1	1	0	5	LOC113218609	XP_026294993.1	Amel	XM_026439208.1	Background
ORTHOMCL1354	null	1	1	1	1	5	1	1	1	1	1	1	LOC100578207	XP_016768467.1	Amel	XM_016912978.2	Background
ORTHOMCL1355	null	1	1	1	1	1	1	1	2	2	2	2	LOC551957	XP_026301289.1	Amel	XM_026445504.1	Background
ORTHOMCL1359	null	2	1	1	1	3	1	1	1	1	1	2	LOC725196	XP_006558376.1	Amel	XM_006558313.3	Background
ORTHOMCL1360	null	1	1	2	1	2	1	3	1	1	1	1	LOC725860	XP_006561226.1	Amel	XM_006561163.3	Background
ORTHOMCL1361	null	4	1	1	1	2	1	1	1	1	0	2	LOC551688	XP_026302239.1	Amel	XM_026446454.1	Background
ORTHOMCL1363	null	3	1	1	1	1	3	1	1	1	1	1	LOC413858	XP_006560560.2	Amel	XM_006560497.3	Background
ORTHOMCL1366	null	1	1	2	2	1	2	2	1	1	1	1	LOC411546	XP_395017.2	Amel	XM_395017.7	Background
ORTHOMCL1367	null	2	1	1	1	1	4	1	1	1	1	1	LOC411362	XP_394836.5	Amel	XM_394836.7	Background
ORTHOMCL1369	null	2	1	2	2	1	1	2	1	1	1	1	LOC413314	XP_006560988.1	Amel	XM_006560925.3	Background
ORTHOMCL1372	null	2	1	2	2	1	1	1	1	1	1	2	LOC551150	XP_623548.3	Amel	XM_623545.6	Background
ORTHOMCL1373	null	1	1	2	1	1	1	2	2	1	1	2	LOC410015	XP_393502.3	Amel	XM_393502.7	Background
ORTHOMCL1374	null	2	1	2	1	1	2	1	2	1	1	1	LOC408706	XP_623199.2	Amel	XM_623196.5	Background
ORTHOMCL1375	null	1	1	2	2	1	1	1	1	1	1	3	LOC724344	XP_006568463.2	Amel	XM_006568400.3	Background
ORTHOMCL1376	null	1	1	1	2	2	1	2	2	0	1	2	LOC408859	XP_392390.1	Amel	XM_392390.5	Background
ORTHOMCL1377	null	2	1	1	1	1	1	1	1	1	1	4	LOC724539	XP_026300692.1	Amel	XM_026444907.1	Background
ORTHOMCL1378	null	2	1	0	2	1	3	2	1	2	0	1	LOC102655047	XP_016769365.2	Amel	XM_016913876.2	Background
ORTHOMCL1379	null	2	1	1	1	2	2	1	1	1	1	2	LOC725550	XP_001121383.2	Amel	XM_001121383.5	Background
ORTHOMCL1380	null	4	1	1	1	2	1	1	1	1	1	1	LOC725733	XP_006567964.2	Amel	XM_006567901.3	Background
ORTHOMCL1381	null	1	1	3	3	1	1	1	1	1	1	1	LOC409790	XP_006567509.1	Amel	XM_006567446.3	Background
ORTHOMCL1382	null	2	1	2	1	1	2	1	1	1	1	2	LOC409727	XP_026296400.1	Amel	XM_026440615.1	Background
ORTHOMCL1383	null	1	1	1	4	1	1	1	1	1	2	1	LOC409655	XP_016772462.1	Amel	XM_016916973.2	Background
ORTHOMCL1384	null	2	1	2	2	1	1	1	1	1	1	2	LOC726924	XP_006565919.1	Amel	XM_006565856.3	Background
ORTHOMCL1385	null	2	1	3	1	1	1	1	1	1	2	1	LOC100576958	XP_016772312.2	Amel	XM_016916823.2	Background
ORTHOMCL1386	null	1	1	2	1	1	1	1	2	1	1	3	LOC552836	XP_625215.4	Amel	XM_625212.6	Background
ORTHOMCL1387	null	3	1	2	2	1	1	1	1	1	1	1	LOC725891	XP_001121685.1	Amel	XM_001121685.5	Background
ORTHOMCL1388	null	1	1	1	2	1	2	2	1	1	1	2	LOC413683	XP_006562950.1	Amel	XM_006562887.3	Background
ORTHOMCL1389	null	1	1	1	1	1	1	1	1	2	4	1	LOC102654091	XP_026296669.1	Amel	XM_026440884.1	Background
ORTHOMCL1391	null	1	1	1	1	1	1	3	1	1	1	3	LOC724464	NP_001167612.1	Amel	NM_001174141.1	Background
ORTHOMCL1392	null	1	1	2	2	1	1	1	1	1	1	3	LOC726695	XP_016770777.2	Amel	XM_016915288.2	Background
ORTHOMCL1393	null	1	1	2	1	1	1	1	1	2	3	1	LOC411670	XP_006571000.1	Amel	XM_006570937.3	Background
ORTHOMCL1394	null	4	1	2	0	2	1	1	1	1	1	1	LOC100577073	XP_006570344.1	Amel	XM_006570281.3	Background
ORTHOMCL1395	null	1	1	2	2	1	1	1	1	1	2	2	5-HT2alpha	NP_001189389.1	Amel	NM_001202460.1	Background
ORTHOMCL1397	null	3	1	1	1	1	2	1	1	1	1	2	LOC410922	XP_006568516.1	Amel	XM_006568453.3	Background
ORTHOMCL1398	null	1	1	1	1	2	2	2	1	1	1	2	LOC100577877	XP_026299201.1	Amel	XM_026443416.1	Background
ORTHOMCL1399	null	1	1	2	2	3	1	1	1	1	1	1	LOC413384	XP_016768657.1	Amel	XM_016913168.2	Background
ORTHOMCL1400	null	11	2	0	0	1	0	0	1	0	0	0	LOC102654906	XP_026301777.1	Amel	XM_026445992.1	Background
ORTHOMCL1401	null	1	1	1	2	1	1	1	1	2	2	2	LOC102655538	XP_026301506.1	Amel	XM_026445721.1	Background
ORTHOMCL1402	null	3	1	1	2	2	1	1	1	1	1	1	LOC552497	XP_026301842.1	Amel	XM_026446057.1	Background
ORTHOMCL1405	null	2	1	3	1	1	2	1	1	1	1	1	LOC410216	XP_393699.3	Amel	XM_393699.7	Background
ORTHOMCL1406	null	3	1	3	1	1	1	1	1	1	1	1	LOC551162	XP_006562473.1	Amel	XM_006562410.3	Background
ORTHOMCL1407	null	1	1	1	3	1	3	1	1	1	1	1	Ripk5	NP_001071281.1	Amel	NM_001077813.1	Background
ORTHOMCL1408	null	1	1	1	1	4	2	1	1	1	1	1	LOC409272	XP_006568387.1	Amel	XM_006568324.3	Background
ORTHOMCL1409	null	1	1	2	2	1	2	1	2	1	1	1	LOC727239	XP_026297627.1	Amel	XM_026441842.1	Background
ORTHOMCL1411	null	1	1	1	1	5	1	1	1	1	1	1	LOC410092	XP_006560558.2	Amel	XM_006560495.3	Background
ORTHOMCL1412	null	1	1	2	2	1	0	1	1	1	2	3	LOC409759	XP_026299383.1	Amel	XM_026443598.1	Background
ORTHOMCL1413	null	2	2	3	2	0	2	1	1	1	0	1	LOC100577787	XP_026294905.1	Amel	XM_026439120.1	Background
ORTHOMCL1414	null	1	1	1	1	5	2	1	1	1	1	0	LOC413833	XP_006564430.1	Amel	XM_006564367.2	Background
ORTHOMCL1415	null	2	2	1	1	2	1	1	1	1	2	1	LOC725270	XP_026294936.1	Amel	XM_026439151.1	Background
