	Desc	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot	GeneID	name	source	TranscriptID	Class
ORTHOMCL1483	null	1	1	3	1	1	1	3	1	1	1	1	LOC409465	XP_026298733.1	Amel	XM_026442948.1	NonCanon
ORTHOMCL1498	null	2	1	2	2	2	1	1	1	1	1	1	LOC102655470	XP_026299259.1	Amel	XM_026443474.1	NonCanon
ORTHOMCL1508	null	1	1	2	2	2	1	1	1	1	1	2	LOC413916	XP_397355.2	Amel	XM_397355.6	NonCanon
ORTHOMCL1518	null	1	1	3	3	1	1	1	1	1	1	1	LOC551578	XP_623973.1	Amel	XM_623970.3	NonCanon
ORTHOMCL1525	null	1	1	3	4	1	1	1	1	0	1	1	LOC102655388	XP_026302294.1	Amel	XM_026446509.1	NonCanon
ORTHOMCL1530	null	2	1	2	2	1	1	1	1	1	1	2	LOC726205	XP_006559389.1	Amel	XM_006559326.3	NonCanon
ORTHOMCL1534	null	1	1	1	1	1	1	1	1	1	1	5	LOC412277	XP_016770754.2	Amel	XM_016915265.2	NonCanon
ORTHOMCL1547	null	1	1	3	2	1	1	2	1	1	1	1	LOC725194	XP_006558116.1	Amel	XM_006558053.3	NonCanon
ORTHOMCL1561	null	3	1	2	2	1	1	1	1	1	1	1	LOC724365	XP_001119944.1	Amel	XM_001119944.5	NonCanon
ORTHOMCL1566	null	1	1	1	2	3	1	1	1	1	1	2	LOC552093	XP_624474.1	Amel	XM_624471.6	NonCanon
ORTHOMCL1568	null	1	1	1	1	2	2	2	1	1	1	2	LOC410395	XP_393875.1	Amel	XM_393875.4	NonCanon
ORTHOMCL1573	null	1	1	1	1	1	2	1	1	2	3	1	LOC409795	XP_006566835.1	Amel	XM_006566772.3	NonCanon
ORTHOMCL1578	null	1	1	1	1	2	1	2	1	1	1	3	LOC552769	XP_625148.1	Amel	XM_625145.6	NonCanon
ORTHOMCL1580	null	1	1	1	1	2	1	1	1	1	1	4	LOC552522	XP_016769849.1	Amel	XM_016914360.2	NonCanon
ORTHOMCL1597	null	1	1	2	2	1	1	2	1	1	1	2	LOC413133	XP_396584.2	Amel	XM_396584.5	NonCanon
ORTHOMCL1599	null	1	1	1	2	1	1	3	1	1	1	2	LOC411167	XP_394641.3	Amel	XM_394641.7	NonCanon
ORTHOMCL1605	null	1	1	2	1	3	1	2	1	1	1	1	LOC408355	XP_391907.1	Amel	XM_391907.5	NonCanon
ORTHOMCL1614	null	1	1	2	2	1	1	1	2	1	1	2	LOC551890	XP_624279.3	Amel	XM_624276.5	NonCanon
ORTHOMCL1627	null	1	1	1	1	3	2	1	1	1	1	2	LOC552566	XP_026296373.1	Amel	XM_026440588.1	NonCanon
ORTHOMCL1651	null	1	1	1	1	1	1	1	3	1	1	3	LOC725942	XP_026296300.1	Amel	XM_026440515.1	NonCanon
ORTHOMCL1666	null	1	1	2	3	1	1	1	1	1	1	2	LOC552313	XP_624691.1	Amel	XM_624688.6	NonCanon
ORTHOMCL1667	null	1	1	2	2	1	1	1	2	1	1	2	LOC724993	XP_006571730.2	Amel	XM_006571667.3	NonCanon
ORTHOMCL1675	null	1	1	4	2	1	1	1	1	1	1	1	LOC724443	XP_026298168.1	Amel	XM_026442383.1	NonCanon
ORTHOMCL1681	null	1	1	3	2	1	1	1	2	1	1	1	LOC410241	XP_393723.2	Amel	XM_393723.7	NonCanon
ORTHOMCL1685	null	1	1	2	3	1	1	1	1	1	1	2	LOC409263	XP_623076.2	Amel	XM_623073.5	NonCanon
ORTHOMCL1705	null	1	1	1	1	5	1	1	1	1	1	1	LOC726212	XP_016769245.2	Amel	XM_016913756.2	NonCanon
ORTHOMCL1712	null	1	1	1	5	1	1	1	1	1	1	1	LOC413106	XP_026298369.1	Amel	XM_026442584.1	NonCanon
ORTHOMCL1715	null	1	1	1	1	1	3	1	2	1	1	2	LOC552832	XP_625210.1	Amel	XM_625207.5	NonCanon
ORTHOMCL1729	null	1	1	2	3	1	1	1	1	1	1	1	LOC100578893	XP_026296531.1	Amel	XM_026440746.1	NonCanon
ORTHOMCL1731	null	1	1	1	1	1	1	4	1	1	1	1	LOC552194	XP_026295904.1	Amel	XM_026440119.1	NonCanon
ORTHOMCL1740	null	1	1	1	1	4	1	1	1	1	1	1	LOC724542	XP_003249595.1	Amel	XM_003249547.4	NonCanon
ORTHOMCL1744	null	1	1	1	2	1	1	1	1	2	2	1	LOC102654165	XP_006558573.2	Amel	XM_006558510.3	NonCanon
ORTHOMCL1758	null	2	1	1	2	2	1	1	1	1	1	1	Dnmt3	NP_001177350.1	Amel	NM_001190421.1	NonCanon
ORTHOMCL1779	null	3	1	2	1	1	1	1	1	1	1	1	LOC410664	XP_006557451.1	Amel	XM_006557388.1	NonCanon
ORTHOMCL1786	null	3	1	1	1	1	1	1	1	1	1	2	LOC552745	XP_625123.1	Amel	XM_625120.5	NonCanon
ORTHOMCL1789	null	1	1	1	1	1	3	2	1	1	1	1	LOC413614	XP_397056.2	Amel	XM_397056.7	NonCanon
ORTHOMCL1790	null	1	1	2	2	1	1	1	1	1	1	2	LOC410940	XP_394416.4	Amel	XM_394416.7	NonCanon
ORTHOMCL1791	null	1	1	1	1	2	1	2	1	1	1	2	LOC725363	XP_001121223.1	Amel	XM_001121223.5	NonCanon
ORTHOMCL1805	null	1	1	1	1	3	1	2	1	1	1	1	LOC408871	XP_392401.3	Amel	XM_392401.7	NonCanon
ORTHOMCL1807	null	2	1	1	1	2	1	1	1	1	1	2	LOC410910	XP_006569910.1	Amel	XM_006569847.3	NonCanon
ORTHOMCL1810	null	1	1	1	1	2	0	2	4	1	1	0	Ndufs5	NP_001155303.1	Amel	NM_001161831.1	NonCanon
ORTHOMCL1812	null	2	1	1	1	3	1	1	1	1	1	1	LOC412956	XP_006569299.1	Amel	XM_006569236.3	NonCanon
ORTHOMCL1822	null	1	1	1	1	3	1	1	1	1	2	1	LOC100577519	XP_026297817.1	Amel	XM_026442032.1	NonCanon
ORTHOMCL1842	null	1	1	1	1	1	1	2	1	2	2	1	LOC413583	XP_006570477.1	Amel	XM_006570414.3	NonCanon
ORTHOMCL1850	null	1	1	2	1	1	2	1	1	1	1	2	LOC550989	XP_016772548.1	Amel	XM_016917059.2	NonCanon
ORTHOMCL1857	null	2	1	1	1	3	1	1	1	1	1	1	LOC727186	XP_016771263.1	Amel	XM_016915774.2	NonCanon
ORTHOMCL1862	null	1	1	1	1	4	1	1	1	1	1	1	LOC726239	NP_001229370.1	Amel	NM_001242441.1	NonCanon
ORTHOMCL1868	null	3	1	1	2	1	1	1	1	1	1	1	LOC409425	XP_026297227.1	Amel	XM_026441442.1	NonCanon
ORTHOMCL1871	null	3	1	1	1	1	1	2	1	1	1	1	LOC410097	XP_026296542.1	Amel	XM_026440757.1	NonCanon
ORTHOMCL1882	null	1	1	1	1	1	1	1	1	1	1	4	LOC552650	XP_625028.1	Amel	XM_625025.6	NonCanon
ORTHOMCL1893	null	1	1	1	1	2	1	1	1	1	1	3	LOC552495	XP_624872.2	Amel	XM_624869.5	NonCanon
ORTHOMCL1898	null	1	1	1	1	3	0	2	1	1	1	2	LOC725530	XP_006561216.2	Amel	XM_006561153.3	NonCanon
ORTHOMCL1918	null	1	1	2	2	1	1	1	2	1	1	1	LOC409900	XP_393391.1	Amel	XM_393391.7	NonCanon
ORTHOMCL1920	null	2	1	1	1	3	1	1	1	1	1	1	LOC411381	XP_394855.4	Amel	XM_394855.6	NonCanon
ORTHOMCL1925	null	2	1	1	1	1	1	1	1	1	1	3	LOC412870	XP_396322.3	Amel	XM_396322.7	NonCanon
ORTHOMCL1938	null	1	1	2	3	0	1	1	1	1	1	2	LOC412169	XP_395632.3	Amel	XM_395632.7	NonCanon
ORTHOMCL1952	null	1	1	2	1	2	1	2	1	1	1	1	LOC411100	XP_394574.3	Amel	XM_394574.7	NonCanon
ORTHOMCL1955	null	1	1	1	4	1	1	1	1	1	1	1	LOC410263	XP_016770706.1	Amel	XM_016915217.2	NonCanon
ORTHOMCL1964	null	1	1	1	2	1	3	1	1	1	1	1	LOC408511	XP_392055.2	Amel	XM_392055.7	NonCanon
ORTHOMCL1972	null	1	1	1	1	1	3	2	1	1	1	1	LOC725686	XP_001121503.2	Amel	XM_001121503.5	NonCanon
ORTHOMCL1975	null	1	1	1	2	3	1	1	1	1	1	1	LOC725142	XP_001120188.1	Amel	XM_001120188.4	NonCanon
ORTHOMCL1977	null	1	1	1	1	3	1	2	1	1	1	1	LOC412423	XP_395880.4	Amel	XM_395880.7	NonCanon
ORTHOMCL1980	null	1	1	1	1	4	1	1	0	1	2	1	LOC409171	XP_392696.5	Amel	XM_392696.7	NonCanon
ORTHOMCL1990	null	1	1	1	1	2	2	1	1	1	2	1	LOC551898	XP_006565526.1	Amel	XM_006565463.3	NonCanon
ORTHOMCL1992	null	2	1	2	2	1	1	1	1	1	1	1	LOC413388	XP_006558042.1	Amel	XM_006557979.3	NonCanon
ORTHOMCL1995	null	1	1	2	2	1	1	1	1	1	1	2	LOC410561	XP_394040.3	Amel	XM_394040.7	NonCanon
ORTHOMCL2003	null	1	1	2	2	2	1	1	1	1	1	1	LOC726923	XP_026299740.1	Amel	XM_026443955.1	NonCanon
ORTHOMCL2006	null	2	1	1	1	1	1	1	1	1	1	3	LOC551338	XP_016768897.1	Amel	XM_016913408.2	NonCanon
ORTHOMCL2015	null	1	1	1	1	4	1	1	1	1	1	1	LOC551154	XP_623552.1	Amel	XM_623549.6	NonCanon
ORTHOMCL2018	null	2	1	2	1	1	1	1	1	1	1	2	LOC413297	XP_396742.2	Amel	XM_396742.6	NonCanon
ORTHOMCL2026	null	2	1	2	1	1	1	2	1	1	1	1	LOC409270	XP_006561095.1	Amel	XM_006561032.3	NonCanon
ORTHOMCL2038	null	1	1	1	1	1	1	1	2	3	1	1	LOC410837	XP_394313.1	Amel	XM_394313.7	NonCanon
ORTHOMCL2047	null	1	1	2	2	1	1	2	1	1	1	1	LOC551962	XP_016769254.1	Amel	XM_016913765.2	NonCanon
ORTHOMCL2048	null	1	1	1	1	1	1	1	5	1	0	1	LOC552049	XP_006564745.1	Amel	XM_006564682.3	NonCanon
ORTHOMCL2051	null	1	1	2	2	1	1	1	1	1	1	2	LOC413579	XP_026300797.1	Amel	XM_026445012.1	NonCanon
ORTHOMCL2054	null	1	1	1	1	1	1	1	1	1	1	4	LOC411510	XP_006565318.1	Amel	XM_006565255.3	NonCanon
ORTHOMCL2062	null	1	1	1	2	1	1	1	1	1	1	3	LOC727004	XP_006557806.1	Amel	XM_006557743.3	NonCanon
ORTHOMCL2069	null	1	1	1	2	3	1	1	1	1	1	1	LOC411261	XP_394734.5	Amel	XM_394734.7	NonCanon
ORTHOMCL2073	null	2	1	1	2	1	1	1	1	1	1	2	LOC413240	XP_396686.2	Amel	XM_396686.6	NonCanon
ORTHOMCL2080	null	1	1	1	2	1	1	2	1	1	1	2	LOC726826	XP_026295874.1	Amel	XM_026440089.1	NonCanon
ORTHOMCL2089	null	1	1	3	1	2	1	1	1	1	1	1	LOC413242	XP_396688.4	Amel	XM_396688.7	NonCanon
ORTHOMCL2092	null	2	1	2	2	1	1	1	1	1	1	1	LOC100577140	XP_006569652.1	Amel	XM_006569589.3	NonCanon
ORTHOMCL2098	null	1	1	3	1	1	1	1	1	1	1	2	LOC100577870	XP_003251420.1	Amel	XM_003251372.4	NonCanon
ORTHOMCL2110	null	1	1	3	1	1	1	2	1	1	1	1	LOC410456	XP_006560391.1	Amel	XM_006560328.3	NonCanon
ORTHOMCL2118	null	1	1	3	1	1	1	1	1	1	1	2	LOC411147	XP_394621.2	Amel	XM_394621.6	NonCanon
ORTHOMCL2120	null	1	1	3	3	1	1	1	1	1	1	0	LOC725183	XP_026299847.1	Amel	XM_026444062.1	NonCanon
ORTHOMCL2142	null	1	1	1	1	2	1	1	1	2	2	1	LOC411163	XP_394637.2	Amel	XM_394637.7	NonCanon
ORTHOMCL2144	null	1	1	1	1	3	1	1	1	1	1	2	LOC409329	XP_392845.4	Amel	XM_392845.7	NonCanon
ORTHOMCL2146	null	1	1	2	2	1	1	1	1	1	1	2	LOC552181	XP_624562.2	Amel	XM_624559.6	NonCanon
ORTHOMCL2152	null	1	1	1	1	1	1	1	1	1	1	4	LOC551324	XP_623724.3	Amel	XM_623721.6	NonCanon
ORTHOMCL2158	null	1	1	1	1	1	2	1	2	1	1	2	LOC411288	XP_016768879.1	Amel	XM_016913390.2	NonCanon
ORTHOMCL2185	null	1	1	1	1	2	2	1	2	1	1	1	LOC411843	XP_006562806.1	Amel	XM_006562743.3	NonCanon
ORTHOMCL2187	null	1	1	1	1	4	1	1	1	1	1	1	LOC725569	XP_026296357.1	Amel	XM_026440572.1	NonCanon
ORTHOMCL2208	null	1	1	3	2	1	1	1	1	1	0	1	LOC102653614	XP_006571546.2	Amel	XM_006571483.3	NonCanon
ORTHOMCL2218	null	2	1	2	1	1	1	1	1	1	1	1	LOC408597	XP_006568614.1	Amel	XM_006568551.3	NonCanon
ORTHOMCL2221	null	1	1	2	2	1	1	1	1	1	1	1	LOC410059	XP_393545.2	Amel	XM_393545.7	NonCanon
ORTHOMCL2224	null	1	1	2	1	1	1	2	1	1	1	1	LOC412762	XP_396215.1	Amel	XM_396215.7	NonCanon
ORTHOMCL2233	null	1	1	2	1	2	1	1	1	1	1	1	LOC552772	XP_003251471.2	Amel	XM_003251423.4	NonCanon
ORTHOMCL2235	null	1	1	2	1	1	1	2	1	1	1	1	LOC410882	XP_026302220.1	Amel	XM_026446435.1	NonCanon
ORTHOMCL2239	null	1	1	1	1	3	1	1	1	1	1	1	LOC727303	XP_001123012.2	Amel	XM_001123012.5	NonCanon
ORTHOMCL2261	null	1	1	1	1	1	1	3	1	1	1	1	GstS4	NP_001136128.1	Amel	NM_001142656.2	NonCanon
ORTHOMCL2263	null	1	1	1	1	1	1	1	1	2	1	2	LOC552839	XP_006563534.2	Amel	XM_006563471.3	NonCanon
ORTHOMCL2279	null	1	1	1	1	3	1	1	1	1	1	1	LOC552776	XP_625154.1	Amel	XM_625151.6	NonCanon
ORTHOMCL2284	null	1	1	2	2	1	1	1	1	1	1	1	LOC413873	XP_026297467.1	Amel	XM_026441682.1	NonCanon
ORTHOMCL2285	null	1	1	1	1	1	1	1	1	1	1	3	LOC726095	XP_001121862.1	Amel	XM_001121862.5	NonCanon
ORTHOMCL2292	null	1	1	1	1	1	1	3	1	1	1	1	LOC726476	XP_006563636.2	Amel	XM_006563573.3	NonCanon
ORTHOMCL2300	null	1	1	1	2	2	1	1	1	1	1	1	LOC409740	XP_393237.4	Amel	XM_393237.7	NonCanon
ORTHOMCL2307	null	1	1	1	1	2	1	2	1	1	1	1	LOC551248	XP_016771113.1	Amel	XM_016915624.2	NonCanon
ORTHOMCL2310	null	3	1	1	1	1	1	1	1	1	1	1	LOC724159	XP_026300771.1	Amel	XM_026444986.1	NonCanon
ORTHOMCL2311	null	1	1	1	1	1	1	3	1	1	1	1	LOC552599	XP_624976.2	Amel	XM_624973.5	NonCanon
ORTHOMCL2318	null	1	1	1	2	1	1	1	1	1	1	2	LOC102654349	XP_026299076.1	Amel	XM_026443291.1	NonCanon
ORTHOMCL2321	null	1	1	1	1	1	1	2	1	1	1	2	LOC724890	XP_026295929.1	Amel	XM_026440144.1	NonCanon
ORTHOMCL2335	null	1	1	1	1	1	1	1	2	1	1	2	LOC725348	XP_006571175.2	Amel	XM_006571112.3	NonCanon
ORTHOMCL2342	null	1	1	2	1	1	2	1	1	1	1	1	LOC412195	XP_016773418.1	Amel	XM_016917929.2	NonCanon
ORTHOMCL2364	null	1	1	1	1	1	1	1	1	1	1	3	LOC551892	XP_624281.2	Amel	XM_624278.6	NonCanon
ORTHOMCL2368	null	1	1	1	3	1	1	1	1	1	1	1	LOC408271	XP_026298932.1	Amel	XM_026443147.1	NonCanon
ORTHOMCL2369	null	2	1	1	2	1	1	1	1	1	1	1	LOC552163	XP_006558673.1	Amel	XM_006558610.3	NonCanon
ORTHOMCL2374	null	2	1	1	1	2	1	1	1	1	1	1	LOC100576115	XP_026301415.1	Amel	XM_026445630.1	NonCanon
ORTHOMCL2395	null	1	1	1	1	1	1	1	1	1	1	3	LOC107965250	XP_026299377.1	Amel	XM_026443592.1	NonCanon
ORTHOMCL2397	null	1	2	2	1	1	1	1	1	1	1	1	LOC726332	XP_006568898.2	Amel	XM_006568835.3	NonCanon
ORTHOMCL2398	null	1	1	1	2	2	1	1	1	1	1	1	LOC724343	XP_001120164.2	Amel	XM_001120164.5	NonCanon
ORTHOMCL2410	null	2	1	1	1	1	1	1	1	1	1	2	LOC726999	XP_001122713.2	Amel	XM_001122713.5	NonCanon
ORTHOMCL2418	null	1	1	1	1	1	1	1	1	1	2	2	LOC552353	XP_006566065.1	Amel	XM_006566002.3	NonCanon
ORTHOMCL2421	null	1	1	1	1	2	1	1	1	1	1	2	LOC409633	XP_006561486.1	Amel	XM_006561423.3	NonCanon
ORTHOMCL2429	null	2	1	1	1	1	1	2	1	1	1	1	KAT2A	NP_001229397.1	Amel	NM_001242468.1	NonCanon
ORTHOMCL2433	null	1	1	2	2	1	1	1	1	1	1	1	LOC724896	XP_003250388.1	Amel	XM_003250340.4	NonCanon
ORTHOMCL2436	null	1	1	1	1	3	1	1	1	1	1	1	LOC552590	XP_006563991.2	Amel	XM_006563928.3	NonCanon
ORTHOMCL2442	null	2	1	1	1	1	1	1	2	1	1	1	LOC412780	XP_396233.3	Amel	XM_396233.7	NonCanon
ORTHOMCL2450	null	1	1	1	2	1	1	1	1	1	1	2	LOC726928	XP_026300717.1	Amel	XM_026444932.1	NonCanon
ORTHOMCL2458	null	1	1	2	2	1	1	1	1	1	1	1	LOC409308	XP_392826.1	Amel	XM_392826.7	NonCanon
ORTHOMCL2488	null	2	1	1	1	1	1	1	1	1	1	2	LOC724742	XP_026296474.1	Amel	XM_026440689.1	NonCanon
ORTHOMCL2494	null	1	1	1	1	2	1	1	1	1	1	2	LOC724389	XP_026297205.1	Amel	XM_026441420.1	NonCanon
ORTHOMCL2505	null	1	1	2	1	1	1	1	1	1	1	2	LOC100578875	XP_026296991.1	Amel	XM_026441206.1	NonCanon
ORTHOMCL2525	null	1	1	1	1	1	1	1	1	1	1	3	LOC724431	XP_026296629.1	Amel	XM_026440844.1	NonCanon
ORTHOMCL2527	null	1	1	1	1	1	1	3	1	1	1	1	LOC725572	XP_001120479.1	Amel	XM_001120479.4	NonCanon
ORTHOMCL2540	null	1	1	2	2	0	1	1	1	1	1	2	LOC411014	XP_394487.2	Amel	XM_394487.7	NonCanon
ORTHOMCL2547	null	1	1	2	1	2	1	1	1	1	1	1	LOC726720	XP_016772167.1	Amel	XM_016916678.2	NonCanon
ORTHOMCL2554	null	1	1	1	2	1	1	1	1	1	1	2	LOC411719	XP_026299501.1	Amel	XM_026443716.1	NonCanon
ORTHOMCL2561	null	1	1	1	1	1	1	2	2	1	1	1	LOC727622	XP_026301294.1	Amel	XM_026445509.1	NonCanon
ORTHOMCL2569	null	1	1	2	1	1	1	1	1	1	1	2	LOC411796	XP_006562469.1	Amel	XM_006562406.3	NonCanon
ORTHOMCL2586	null	1	1	2	1	1	1	2	1	1	1	1	LOC725947	XP_001121733.1	Amel	XM_001121733.5	NonCanon
ORTHOMCL2598	null	1	1	1	2	1	1	1	2	1	1	1	LOC552802	XP_625180.1	Amel	XM_625177.4	NonCanon
ORTHOMCL2620	null	1	1	1	1	1	3	1	1	1	1	1	LOC724790	XP_001120690.1	Amel	XM_001120690.4	NonCanon
ORTHOMCL2623	null	1	1	1	1	1	1	1	1	1	1	3	LOC726742	XP_001122463.2	Amel	XM_001122463.5	NonCanon
ORTHOMCL2642	null	1	1	1	2	1	1	1	2	1	1	1	LOC552804	XP_026299752.1	Amel	XM_026443967.1	NonCanon
ORTHOMCL2646	null	1	1	1	1	1	1	1	1	1	2	2	LOC551501	XP_623898.4	Amel	XM_623895.6	NonCanon
ORTHOMCL2650	null	1	1	1	1	1	3	1	1	1	1	1	LOC410091	XP_026295252.1	Amel	XM_026439467.1	NonCanon
ORTHOMCL2654	null	1	1	1	1	1	1	1	1	2	1	2	LOC551405	XP_623802.2	Amel	XM_623799.6	NonCanon
ORTHOMCL2669	null	1	1	1	2	2	1	1	1	1	1	1	LOC100578782	XP_006570675.1	Amel	XM_006570612.3	NonCanon
ORTHOMCL2670	null	1	1	1	1	2	1	2	1	1	1	1	LOC409098	XP_392624.5	Amel	XM_392624.7	NonCanon
ORTHOMCL2677	null	1	1	1	1	2	1	2	1	1	1	1	LOC413510	XP_006559285.1	Amel	XM_006559222.3	NonCanon
ORTHOMCL2680	null	2	1	1	1	1	1	1	1	1	2	1	LOC412222	XP_026299562.1	Amel	XM_026443777.1	NonCanon
ORTHOMCL2683	null	1	1	2	2	1	1	1	1	1	1	1	LOC413305	XP_396750.5	Amel	XM_396750.6	NonCanon
ORTHOMCL2692	null	2	1	1	1	1	1	1	1	2	1	1	LOC726352	XP_016771183.1	Amel	XM_016915694.2	NonCanon
ORTHOMCL2700	null	1	1	1	3	1	1	1	1	1	1	1	LOC412624	XP_396079.3	Amel	XM_396079.6	NonCanon
ORTHOMCL2701	null	1	1	1	1	1	2	2	1	1	1	1	LOC408892	XP_392423.2	Amel	XM_392423.7	NonCanon
ORTHOMCL2707	null	1	1	1	0	1	2	1	1	1	1	3	LOC726850	XP_006561882.1	Amel	XM_006561819.3	NonCanon
ORTHOMCL2708	null	2	1	1	1	1	1	2	1	1	1	1	LOC725240	XP_006562944.1	Amel	XM_006562881.3	NonCanon
ORTHOMCL2709	null	2	1	1	1	1	1	1	1	1	1	2	LOC409515	XP_393022.3	Amel	XM_393022.7	NonCanon
ORTHOMCL2716	null	1	1	1	1	2	1	1	1	2	1	1	LOC551660	XP_624052.1	Amel	XM_624049.6	NonCanon
ORTHOMCL2718	null	1	1	1	1	2	1	2	1	1	1	1	LOC413889	XP_006564028.1	Amel	XM_006563965.3	NonCanon
ORTHOMCL2727	null	1	1	1	1	2	1	1	1	1	1	2	LOC727510	XP_006572147.1	Amel	XM_006572084.3	NonCanon
ORTHOMCL2729	null	1	1	1	1	3	1	1	1	1	1	1	LOC409292	XP_006564183.2	Amel	XM_006564120.3	NonCanon
ORTHOMCL2735	null	2	1	1	1	1	1	1	1	1	1	2	LOC100577552	XP_026296921.1	Amel	XM_026441136.1	NonCanon
ORTHOMCL2737	null	1	1	1	1	3	1	1	1	1	1	1	LOC724741	XP_001120633.2	Amel	XM_001120633.5	NonCanon
ORTHOMCL2747	null	1	1	1	1	1	1	3	1	1	1	1	LOC552003	XP_006564628.1	Amel	XM_006564565.2	NonCanon
ORTHOMCL2748	null	1	1	1	1	2	3	1	1	0	1	1	Tmem98	NP_001135933.1	Amel	NM_001142461.1	NonCanon
ORTHOMCL2750	null	1	1	2	2	1	1	1	1	1	1	1	LOC550789	XP_623182.1	Amel	XM_623179.5	NonCanon
ORTHOMCL2751	null	1	1	2	1	1	1	1	1	1	1	2	LOC411906	XP_026294751.1	Amel	XM_026438966.1	NonCanon
ORTHOMCL2753	null	1	1	1	1	1	1	1	1	1	1	3	LOC410985	XP_394460.1	Amel	XM_394460.7	NonCanon
ORTHOMCL2759	null	1	1	1	1	1	1	1	1	1	1	3	LOC551452	XP_623847.3	Amel	XM_623844.6	NonCanon
ORTHOMCL2766	null	1	1	2	2	1	1	1	1	1	1	1	LOC552607	XP_624984.1	Amel	XM_624981.5	NonCanon
ORTHOMCL2773	null	1	1	1	1	3	1	1	1	1	1	1	LOC726040	XP_001121814.2	Amel	XM_001121814.5	NonCanon
ORTHOMCL2780	null	1	1	1	2	2	1	1	1	1	1	1	LOC551952	XP_624337.2	Amel	XM_624334.6	NonCanon
ORTHOMCL2788	null	1	1	3	1	1	1	1	1	1	1	1	LOC727048	XP_026298885.1	Amel	XM_026443100.1	NonCanon
ORTHOMCL2789	null	1	1	1	1	1	1	1	1	1	2	2	LOC726890	XP_026298030.1	Amel	XM_026442245.1	NonCanon
ORTHOMCL2798	null	1	1	2	2	1	1	1	1	1	1	1	LOC413130	XP_396581.5	Amel	XM_396581.7	NonCanon
ORTHOMCL2806	null	1	1	1	1	2	1	1	1	1	1	2	LOC727320	XP_026300713.1	Amel	XM_026444928.1	NonCanon
ORTHOMCL2816	null	1	1	1	1	2	1	2	1	1	1	1	LOC552807	XP_625185.1	Amel	XM_625182.6	NonCanon
ORTHOMCL2825	null	1	1	2	2	1	1	1	1	1	1	1	LOC727009	XP_016767737.2	Amel	XM_016912248.2	NonCanon
ORTHOMCL2827	null	1	1	1	1	1	2	2	1	1	1	1	LOC551208	XP_006571601.1	Amel	XM_006571538.3	NonCanon
ORTHOMCL2843	null	1	1	1	2	2	1	1	1	1	1	1	LOC552413	XP_016767933.1	Amel	XM_016912444.2	NonCanon
ORTHOMCL2845	null	1	1	1	2	2	1	1	1	1	1	1	LOC725055	XP_006563149.2	Amel	XM_006563086.3	NonCanon
ORTHOMCL2850	null	1	1	2	2	1	1	1	1	1	1	1	LOC413878	XP_397317.2	Amel	XM_397317.7	NonCanon
ORTHOMCL2852	null	1	1	1	1	2	1	1	1	1	1	2	LOC100578209	XP_006565321.1	Amel	XM_006565258.3	NonCanon
ORTHOMCL2855	null	1	1	2	2	1	1	1	1	1	1	1	LOC411524	XP_394996.5	Amel	XM_394996.7	NonCanon
ORTHOMCL2858	null	1	1	1	1	1	1	3	1	1	1	1	LOC550834	XP_623227.1	Amel	XM_623224.5	NonCanon
ORTHOMCL2866	null	1	1	1	1	1	1	1	2	1	1	2	LOC413324	XP_016769017.1	Amel	XM_016913528.2	NonCanon
ORTHOMCL2871	null	1	1	2	2	1	1	1	1	1	1	1	LOC100577136	XP_006565026.1	Amel	XM_006564963.3	NonCanon
ORTHOMCL2885	null	1	1	1	1	1	3	1	1	1	1	1	Rnft2	NP_001128414.1	Amel	NM_001134942.1	NonCanon
ORTHOMCL2889	null	1	1	2	1	1	1	1	1	1	1	2	LOC100578277	XP_003250223.1	Amel	XM_003250175.4	NonCanon
ORTHOMCL2890	null	1	1	1	1	1	2	2	1	1	1	1	LOC551872	XP_624261.3	Amel	XM_624258.5	NonCanon
ORTHOMCL2896	null	1	1	1	1	2	2	1	1	1	1	1	LOC411306	XP_006567526.1	Amel	XM_006567463.3	NonCanon
ORTHOMCL2902	null	1	1	1	1	2	1	2	1	1	1	1	LOC413567	XP_397008.1	Amel	XM_397008.5	NonCanon
ORTHOMCL2917	null	1	1	1	1	1	2	1	1	1	1	2	LOC411732	XP_395200.2	Amel	XM_395200.7	NonCanon
ORTHOMCL2918	null	1	1	1	1	3	1	1	1	1	1	1	LOC414009	XP_006559676.1	Amel	XM_006559613.2	NonCanon
ORTHOMCL2947	null	1	1	1	1	3	1	1	1	1	1	1	LOC107965199	XP_016770442.2	Amel	XM_016914953.2	NonCanon
ORTHOMCL2957	null	1	1	1	2	2	1	1	1	1	1	1	LOC102654146	XP_006572092.1	Amel	XM_006572029.2	NonCanon
ORTHOMCL2958	null	1	1	1	2	1	2	1	1	1	1	1	LOC550901	XP_623299.3	Amel	XM_623296.6	NonCanon
ORTHOMCL2971	null	0	1	1	1	1	3	2	1	1	1	1	GstD1	NP_001171499.1	Amel	NM_001178028.1	NonCanon
ORTHOMCL2975	null	0	1	1	1	1	1	1	1	1	0	5	LOC413789	XP_397228.2	Amel	XM_397228.7	NonCanon
ORTHOMCL2990	null	2	1	1	1	1	1	1	1	1	1	1	LOC725835	XP_016767860.1	Amel	XM_016912371.2	NonCanon
ORTHOMCL2991	null	2	1	1	1	1	1	1	1	1	1	1	LOC410118	XP_393602.4	Amel	XM_393602.7	NonCanon
